EAN;NAZWA;CENA_SPRZEDAZY;STAN;ROTACJA;COLI;MARKA
5903031402346;T.ZES.PIW.3X0.5L BT BZ+SKARP;29.99;0;0;8;DOCTOR BRE
5901549250770;G.PIWO Z DEB.BECZKI 0.5L BT BZ;6.99;0;0;20;KONSTANCIN
5906874474068;PIWO SLODKA PSZENICA 0.5;5.99;0;0;1;ALTERNATYWA
5903978108011;PIWO WITBIER Z KAFIREM 0.5L;8.28;0;0;1;ALTERNATYWA
60837136;T.ZESTAW PIW 3X0.5L BT BZ;29.99;0;0;5;KRAFTWERK
5902627010958;T.ZES.PIW RIS I POR.2X0.33BTBZ;26.99;0;0;1;BROWAR JAN OLBRACHT
5907637971138;PIWO WOMBATOPATA 0.5L BT BZ;8.99;0;0;20;HARPAGAN
5907637971381;PIWO LUB.PO BANDZIE 0.5L BT BZ;8.99;0;0;20;HARPAGAN
5901122234807;T.PIWO BLACK SAND.IPA 0.5L BTB;6.99;0;0;10;INNE BECZKI
5905669683272;T.PIWO PARDON MY FRENCH0.5L BB;6.99;0;0;10;INNE BECZKI
5905669683265;T.PIWO COOKIE MONSTER0.5L BTBZ;6.99;0;0;10;INNE BECZKI
5906591000663;AMBER ZYWE PIWO BUTELKA 0.5L;4.29;0;0;10;AMBER
5906591002117;PIWO AMPER PILS 4-PACK;11.99;0;0;1;AMBER
5903031401981;T.PIWO AMERICAN IPA 0.5L BT BZ;6.99;0;0;20;DOCTOR BREW
5903240674152;T.PIWO MOLLY IPA 0.5L BT BZ;6.99;0;0;20;DOCTOR BREW
5905279965454;T.PIWO 12 O'CLO.PILS 0.5L BTBZ;4.99;0;0;20;KRAFTWERK
5905279965102;T.PIWO BAVARIAN GOLD 0.5L BTBZ;4.99;0;0;20;KRAFTWERK
5905279965492;PIWO CHERRY LOVE RIS 0.5L BTBZ;15.99;0;0;20;KRAFTWERK
5903031401608;T.PIWO LWOW.JANK.ALE 0.5L BTBZ;5.49;0;0;20;LWOWEK
5907637971374;G.SC.T.PIWO ASTR.ZAR A.I.S0.33;17.99;0;0;24;HARPAGAN
5907637971084;T.PIWO SWISZCZYPALA 0.5L BTBZ;8.99;0;0;20;HARPAGAN
5907637971121;T.PIWO OPRYCH DOUBLE 0.5L BTBZ;8.99;0;0;20;HARPAGAN
5907637971398;T.PIWO WYDERKA APA 0.5L BTBZ;8.99;0;0;20;HARPAGAN
5907637971039;T.PIWO IM.DESTRUKCJI 0.5L BTBZ;8.99;0;0;20;HARPAGAN
5907637971312;T.PIWO XERORERO APA 0.5L BTBZ;8.99;0;0;20;HARPAGAN
5907431705489;G.SC.T.PIWO CALIF.AMER.0.5LBTB;5.99;0;0;10;RADUGA
5901122234654;G.SC.T.PIW.SUM.T.IPA OR.0.5BTB;6.49;0;0;10;INNE BECZKI
5901122234838;G.SC.T.PIWO PILZNER 0.5L BT BZ;6.49;0;0;10;INNE BECZKI
5906591001899;PIWO APA BUT 0.5L BZW AMBER;5.49;8;0.25;10;AMBER
5904730284028;T.PIWO POWROT KROLA 0.5L BT BZ;5.99;7;2.5;20;BROWAR JAN OLBRACHT
5901549250053;T.ZEST.PIW CIEMN.6X0.33L BT ZW;11.99;0;0;1;GNIEWOSZ
5901549250046;T.ZEST.PIW JASNE 6X0.33L BT ZW;11.99;0;0;1;GNIEWOSZ
5905279965348;ZEST.PIW SUMMERBOX 3X0.5L BTBZ;24.99;0;0;4;KRAFTWERK
5907637971183;PIWO PILS 0.5L BT BZW;6.99;0;0;20;HARPAGAN
5907637971008;PIWO MR.ORGANISTA 0.5L BT BZW;8.99;0;0;20;HARPAGAN
5906591000816;PIWO GRAND IMPERIAL PORTER BUT;5.79;9;7.25;10;AMBER
5906591001516;PIWO KOPERNIK 0.5L BUT BZW;4.29;0;1.5;10;AMBER
5906591002032;PIWO PILS PUSZ. 0.5L AMBER;3.19;0;0;12;AMBER
5906591002322;PIWO PO GODZ. RABARB 0% 0.5 BU;4.99;0;0;10;AMBER
5906591002230;PIWO PO GODZIN. DOUBLE IPA BUT;6.49;1;0.5;10;AMBER
5906591002070;PIWO PO GODZINACH 0.5L;10.99;0;0;1;AMBER
5907637971336;T.PIWO AMER.LAGER 0.5L BT BZ;7.99;0;0;20;HARPAGAN
5907637971428;T.PIWO APA BEZALKO.0.5L BT BZ;7.99;0;0;20;HARPAGAN
5907637971480;T.PIWO MANGO WEIZEN 0.5L BT BZ;7.99;0;0;20;HARPAGAN
5906591001332;PIWO PSZENICZAK 0.5L BT BZ;5.29;6;0.5;10;AMBER
5902627010811;PIWO SZYSZ.ANAN.0.5L BT BZW;5.99;0;0;12;BROWAR JAN OLBRACHT
5902627010828;PIWO SZYSZ.GRUSZ.0.5L BT BZW;5.99;0;0;12;BROWAR JAN OLBRACHT
5902627011368;PIWO SZYSZ.MARACUJA 0.5L BT BZ;5.99;0;0;12;BROWAR JAN OLBRACHT
5906591000724;PIWO ZLOTE LWY AMBER 0.5 LBZ;4.39;9;2.25;10;AMBER
5906591001479;T.PIWO CHMIELOWE 0.5L BT BZ;3.19;5;2;20;AMBER
5906591001387;T.PIWO NATURALNE 0.5L BT BZ;3.29;22;2;20;AMBER
5905669683647;PIWO GREJPFUTOWE 0.5L BT BZW;5.79;0;0;10;INNE BECZKI
5901793665009;PIWO ANARCHY PALE ALE 0.5L;6.99;0;0;1;ANARCHIA
5905279213388;PIWO BERLINER WEISSE TRUSK.0.5;7.99;0;0;5;BROWAR STU MOSTOW
5906395303366;PIWO HOP EMPIRE IPA 0.5L;10.99;0;0;1;DEER BEAR
5902448150871;PIWO BEZALK.CHERRY 0.5L;5.29;0;0;5;WASOSZ
5902448150895;PIWO BEZALKOH.WEIZEN 0.5L;5.49;0;0;5;WASOSZ
5902448150864;PIWO BEZALKOHOLOWE RYE AIPA 0.;5.49;0;0;5;WASOSZ
5902528442230;PIWO BEZGLUTENOWE 0.5L BT BZ;4.99;14;8.25;12;KORMORAN
5905669783880;PIWO BIG BOY BLACKCURRANT 0.5;9.99;0;0;1;BROKREACJA
5906395303403;PIWO BIG PAPA 0.5 L;8.99;0;0;1;DEER BEAR
5903021500922;PIWO BIO APA 0.5L;7.49;0;0;5;BROWAR STAROPOLSKI
5906660568247;PIWO BLACK TIE IPA 0.5L;9.28;0;0;1;BROWANZA
5906395303380;PIWO SUPER LEMON APA 0.5;8.99;0;0;1;DEER BEAR
5906395560349;PIWO BLACKCURRANT SOUR 0.5;7.99;0;0;1;FUNKY FLUID
5903111989491;PIWO ANSTADT N/F PILZENSKIE0.5;5.99;0;0;1;BROWAR STAROPOLSKI
5904730663083;PIWO BLADY WITEK WITBIER 0.5;7.59;0;0;1;RECRAFT
5906395053018;PIWO BLANKA 0.5;7.99;0;0;1;PIWOJAD
5902931900419;PIWO BOCK 0.5 L;6.99;0;0;1;TENCZYNEK
5907688746082;PIWO BOMBADIL SOUR ALE CZ. POR;8.99;0;0;1;GZUB
5906395396023;PIWO BOMITO URAGA 0.5L;7.99;0;0;1;BREWERA
5901793665016;PIWO WHITE VAMPIRE WHEAT 0.5L;6.99;0;0;1;ANARCHIA
5903111989835;PIWO MIODOWE 0.5L;7.49;0;0;1;BROWAR STAROPOLSKI
5905669783170;PIWO BUBBLE GUM TURBO 0.5;9.99;0;0;1;BROKREACJA
5905669086820;PIWO PORTER 9.8% KRACHLA 0.5 L;9.99;0;0;1;BROWAR STAROPOLSKI
5905669086455;PIWO KULTOWE PILS 0.5L;3.99;0;0;1;BROWAR STAROPOLSKI
5905669086240;PIWO PRL PELNE KRACHLA 0.5L;6.99;0;0;1;BROWAR STAROPOLSKI
5906874027035;PIWO JUICY DELIGHT AIPA 0.5L;10.49;0;0;1;ROCKMILL
5906874027073;PIWO JUICY MELODY 0.5L;11.49;0;0;1;ROCKMILL
5905279326057;PIWO NIGHT WOLF WHISKY STOUT;8.99;0;0;1;SZPUNT
5905279326163;PIWO WORMHOLE 0.5L;10.99;0;0;1;SZPUNT
5905331025355;PIWO AMERYKANSKA PSZENICA 0.5;8.49;0;0;1;BROWAR NA JURZE
5906660405016;PIWO BUJNY KSIAZE 0.5L;7.99;0;0;1;IGNIS
5905669632294;PIWO NABITY SPEJSON JASNE PEL;5.49;0;0;1;BYTOW
5906660570110;PIWO BURSZTYN PIANA AMBER ALE;8.99;0;0;1;BROWAR KAZIMIERZ
5905279326231;PIWO MAGNONEL MANGO IPA 0.5L;9.99;0;0;1;SZPUNT
5905279326262;PIWO GALAXON 0.5L;9.99;0;0;1;SZPUNT
5905279326224;PIWO SOURNESS MALINA KWAS 0.5L;10.49;0;0;1;SZPUNT
5904730438001;MINI MAXI IPA;6.49;0;0;5;PINTA
5906874097106;PIWO ANTYMATERIA RIS 0.5L;12.99;0;0;1;ANTYBROWAR
5907222604069;PIWO ATOMOWY MORSWIN 0.5 L;10.99;0;0;1;GOLEM
5906874239117;PIWO POZYCZONY NARZECZONU 0.5L;8.99;0;0;1;HOPLALA
5906395826025;PIWO CHABROWY 0.5L;7.49;0;0;1;CAMELEON
5903292264592;PIWO CHATA BOGATA 0.5L;7.99;0;0;5;PERUN
5906874988138;PIWO CHILI-CHILI PEACH WEIZEN;9.99;0;0;1;WARSZTAT PIWOWARSKI
5906395303083;PIWO CHOCOLATE FACTORY CHOCO;7.99;0;0;1;DEER BEAR
5907222604885;PIWO CHOLERYK GRAPEFRUIT 0.5;7.99;0;0;1;GOLEM
5902448151366;PIWO CIEMNE 0.5L BT BZW;4.99;9;1.5;20;WAWELSKIE
5905331026161;PIWO CIENKI BOLEK 0.5L;5.98;0;0;1;BROWAR NA JURZE
5907431705366;PIWO CIRCUS GRAPEFRUIT JUICY;7.99;0;0;1;RADUGA
5905669086387;PIWO COFFE STOUT 0.5;5.99;0;0;1;BROWAR STAROPOLSKI
5905279326255;PIWO COFFEECUP 0.5 L;8.99;0;0;1;SZPUNT
5906874097236;PIWO PROBOSZCZ DRY STOUT 0.5 L;7.99;0;0;1;ANTYBROWAR
5906874097267;PIWO PROJEKT POVERBANE YERBA 0;9.99;0;0;1;ANTYBROWAR
5906395053209;PIWO CRYO COLADA JUISY IPA 0.5;10.99;0;0;5;PIWOJAD
5905669315074;PIWO HAJER ZISTA IPA 0.5L;8.99;0;0;5;HAJER
5906874947036;PIWO CZARNA OWCA APA 0.5L;7.99;0;0;1;CZARNA OWC
5906874947050;PIWO CZARNA OWCA PILS 0.5L;7.99;0;0;1;CZARNA OWC
5906395997008;PIWO CZARNA POLEWKA 0.5L;7.88;0;0;1;LANCUT
5906395997350;PIWO CZARNA PORZECZKA 0.5L;8.99;0;0;1;LANCUT
5907996376001;PIWO HOPKINS ANGELINE 0.5L;8.99;0;0;1;HOPKINS
5906395997015;PIWO POSPOLITE RUSZENIE APA 0.;7.99;0;0;1;LANCUT
5906395997466;PIWO CZARNY PIOTRUS 0.5L;8.48;0;0;1;LANCUT
5906660405092;PIWO CZARNY SZOSIK 0.5L;7.99;0;0;1;IGNIS
5906874097229;PIWO PROLETARIAT LEMON&HIBISCU;7.99;0;0;1;ANTYBROWAR
5906395053025;PIWO CZTERNASTKA 0.5 L;7.99;0;0;1;PIWOJAD
5906395560332;PIWO DEEP FUNK FOREIGN EXTRA;8.49;0;0;1;FUNKY FLUID
5906395303533;PIWO DEER BEAR MANGO 0.5L;9.29;0;0;5;DEER BEAR
5906395303045;PIWO DEER BEARD RYE IPA 0.5L;8.99;0;0;1;DEER BEAR
5904730574075;PIWO DODO ARTEZAN 0.5 L;9.99;0;0;1;ARTEZAN
5904730574068;PIWO BALWAN 0.5L;7.99;0;0;1;ARTEZAN
5906874369128;PIWO DRY KNIGHT 0.5L;7.99;0;0;1;DZIKI WSCHOD
5906395053179;PIWO DOUBLE  CITRUS SMOOTHIE 0;11.99;0;0;1;PIWOJAD
5903240674183;PIWO DOUBLE IPA 0.5L;7.99;0;0;5;DOCTOR BRE
5904730465137;PIWO DOUBLE WITBIER 0.5L;7.49;0;0;1;WREZEL
5907222772058;PIWO DWIE WIEZE AMER. ALE 0.5L;6.99;0;0;1;DWIE WIEZE
5907222772119;PIWO DWIE WIEZE CYTR. ALE 0.5L;6.49;0;0;1;DWIE WIEZE
5904730574051;PIWO PACIFIC PALE ALE 0.5L;8.99;0;0;1;ARTEZAN
5907222772041;PIWO DWIE WIEZE IPA 0.5L;7.99;0;0;1;DWIE WIEZE
5907222772126;PIWO DWIE WIEZE MALINA ALE 0.5;9.49;0;0;1;DWIE WIEZE
5905669897075;PIWO DZIELNY IREK 0.5 L;8.49;0;0;1;WASZCZUKOWE
5904730574013;PIWO MERA IPA 0.5L;8.99;0;0;1;ARTEZAN
5905279965232;PIWO EASY RIDER AMERI APA 0.5;8.99;0;0;1;KRAFTWERK
5903351660044;PIWO EIN MINISTER 0.5L;8.99;0;0;1;MINISTER
5905669086097;PIWO ENGLISH IPA 0.5L;5.99;0;0;12;BROWAR STAROPOLSKI
5903240674145;PIWO EXPERIMENTAL SUMMER 0.5L;6.99;0;0;5;DOCTOR BRE
5904730438216;PIWO EXPRESS IPA 0.5L;7.98;0;0;1;PINTA
5904730290449;PIWO FABIO BLACKCURRANT MILKSH;9.99;0;0;1;KINGPIN
5905279396807;PIWO AMPOLIROS BARLEY WINE;14.99;0;0;1;BEDNARY
5906395560233;PIWO FLUID GONNA BE LATE;9.99;0;0;1;FUNKY FLUID
5906395578054;PIWO FOXY LADY 0.5L;8.99;0;0;4;DWIE WIEZE
5903357304058;PIWO FREESTYLE WIT ORANGE LITE;8.99;0;0;5;HOPITO
5906660568193;PIWO FUCK DIET 0.5L;8.88;0;0;1;BROWANZA
5905279396760;PIWO KULTURA PALE ALE 0.5L;7.99;0;0;1;BEDNARY
5906874027455;PIWO GET LOW MIX FRUIT GOSE 0.;9.99;0;0;1;ROCKMILL
5904730438605;ATAK CHMIELU;8.49;6;0.25;10;PINTA
5907688746266;PIWO GOOD OL WEIZEN HEFEWEIZEN;7.59;0;0;1;GZUB
5905279396371;PIWO HOLY GRALE APA 0.5 L;8.99;0;0;1;BEDNARY
5905279326354;PIWO GOSEDALIN 0.5 L;8.99;0;0;1;SZPUNT
5905279396791;PIWO SINIOR ISIDORO PORTER 0.5;14.99;0;0;1;BEDNARY
5906874947166;PIWO DISPERGO IPA 0.5 L;9.99;0;0;1;CZARNA OWC
5906395303298;PIWO ROCKMILL HAZY DREAMER 0.5;9.99;0;0;1;DEER BEAR
5902448151380;PIWO GREEN LEMON 0.5L 0%;5.29;19;0;20;WAWELSKIE
5904730465328;PIWO GREJPFRUT IPA 0.5L;8.99;0;0;1;WREZEL
5905279156067;DOUBLE IPA;8.49;0;0;5;CIESZYN
5907688746150;PIWO RASPBERRY KNOCKOUT 0.5;7.99;0;0;1;GZUB
5905669167000;PIWO HADES RIS 0.33L;12.99;0;0;1;OLIMP
5905669315043;PIWO HAJER FIBER 0.5L;8.99;0;0;5;HAJER
5905279959637;ACIDO SOUR SAISON;7.49;0;0;1;NEPOMUCEN
5905279213210;SALAMANDER AIPA;8.79;0;0;5;BROWAR STU MOSTOW
5905279959736;PIWO LEMON SOUR ALE 0.5L;7.49;0;0;1;NEPOMUCEN
5905279213272;SALAMANDER BLACK IPA;8.79;0;0;5;BROWAR STU MOSTOW
5904730663168;PIWO HAMERYKANSKY DRIM 0.5L;6.99;0;0;1;RECRAFT
5906874027158;PIWO HAZY PALE 0.5 L;10.99;0;0;1;ROCKMILL
5905279317154;PIWO BEER CITY BOHEMA 0.5L;7.99;0;0;1;BEER CITY
5905669167376;PIWO HESTIA NEW ENGLAND 0.5L;8.99;0;0;1;OLIMP
5906874947005;PIWO HIPERBOLAGER 0.5L;8.99;0;0;5;CZARNA OWC
5903031402018;PIWO HONEY COMB 0.5L;5.79;0;0;5;DOCTOR BRE
5906395303304;PIWO HOP DADDY IPA MARAKUJA;8.99;0;0;1;DEER BEAR
5907222444184;PIWO HOP TRILOGY 0.5L;10.99;0;0;5;PIWNE PODZIEMIE
5905279317093;PIWO BEER CITY MACHINA 0.5L;7.99;0;0;1;BEER CITY
5905279317178;PIWO BEER CITY MANUTEA 0.5L;8.99;0;0;1;BEER CITY
5906395303687;PIWO IMPERIAL MANGO GOSE 0.5 L;8.99;0;0;1;DEER BEAR
5903246010220;PIWO INURINO SESSION BLACK 0.5;6.99;0;0;1;BROWAR SPOLDZIELCZY
5902931900518;PIWO IPA 0.5 L TENCZYNEK;7.99;0;0;1;TENCZYNEK
5907582579410;PIWO IRLANDZKIE CIEMNE 0.5 L;5.29;0;0;1;KRAJAN
5905279317055;PIWO BEER CITY POLISH IPA 0.5L;7.99;0;0;1;BEER CITY
5905279533264;PIWO Z GRODZISKA;4.79;29;1;20;GRODZISKIE
5903292264455;PIWO JASNE 0.5L PERUN;5.69;0;0;1;PERUN
5902705000086;PIWO JASNE MOCNE 0.5L PUSZ;2.39;26;6;24;JABLONOWO
5902448151328;PIWO JASNE PELNE 0.5L;4.79;14;3.25;20;WAWELSKIE
5904730014052;PIWO JASNE PILS 9 0.5L BT BZ;3.79;0;0;5;WASOSZ
5903351660006;PIWO PARADAJZ 0.5L;8.28;0;0;1;MINISTER
5903292264004;PIWO JASNY GROM 0.5L;7.48;0;0;1;PERUN
590527996523;PIWO JOLLY ROGERPORTER BALTIC;10.99;0;0;1;KRAFTWERK
5901122234012;PIWO JUNGLE IPA 0.33 PUSZK;3.99;0;0;1;INNE BECZKI
5903357304034;PIWO JUNGLE SMOOTHIE 0.5 L;9.99;0;0;5;HOPITO
5905331026635;PIWO JU-RAJSKA JEZYNA 0.5L;9.99;0;0;1;BROWAR NA JURZE
5905331025362;PIWO JURAJSKA POMARANCZA 0.5;6.99;0;0;1;BROWAR NA JURZE
5904730663250;PIWO KAFFIR APA 0.5L;6.99;0;0;1;RECRAFT
5906660570073;PIWO KARA MUSTAFA COFFE MILK;9.99;0;0;1;BROWAR KAZIMIERZ
5906660570097;PIWO KARA MUSTAFY 0.5L;9.99;0;0;5;BROWAR KAZIMIERZ
5906660570011;PIWO KAZIMIERZ APA 0.5 L;8.99;0;0;1;BROWAR KAZIMIERZ
5906395303793;PIWO KIWI&LIMONKA 0.5L;8.99;0;0;5;DEER BEAR
5902705001045;PIWO KLASZTORNE 0.5L;5.49;0;0;1;JABLONOWO
5906660570134;PIWO KLEMENS Z RUSZCZY BLOND;7.29;0;0;1;BROWAR KAZIMIERZ
5906395388493;PIWO KOLEJKA KWASNE 0.5L;9.49;0;0;1;BROWAR ZAKLADOWY
5906395497782;PIWO PIASECZYNSKIE 0.5L;6.99;0;0;1;BEERLAB
5905279965317;PIWO KRAFTWERK HIGH HOPS 0.5L;8.99;0;0;1;KRAFTWERK
5903292264219;PIWO KRAINA WELESA RIS 0.5L;9.99;0;0;1;PERUN
5905331025447;PIWO KROL LATA 0.5;7.99;0;0;1;PINTA
5904730663144;PIWO KRZYZ POLUDNIA APA 0.5 L;7.99;0;0;1;RECRAFT
5905669086233;PIWO KULTOWE 0.5L;3.99;0;0;1;BROWAR STAROPOLSKI
5905669086974;PIWO KULTOWE JASNE LEKKIE 0.5L;3.99;0;0;1;BROWAR STAROPOLSKI
5901445000189;PIWO BENEDYKTYNSKIE 0.5 L BUT;5.29;16;1.25;20;BENEDYKTYN
5905331025607;PIWO KWAS PRUSKI 0.5L;7.88;0;0;1;BROWAR NA JURZE
5906874369166;PIWO KWASNY OLEK BERLINER 0.5L;8.18;0;0;1;DZIKI WSCHOD
5902931900013;PIWO LAGER 0.5 L;4.99;0;0;1;TENCZYNEK
5902448151342;PIWO LAGER 0.5 L BUT BZW;4.99;18;1.5;20;WAWELSKIE
5906395303311;PIWO LAIDBACK GOOSEB. 0.5L;8.99;0;0;5;DEER BEAR
5902448150178;PIWO LAST SUMMER 0.5L BT BZ;7.99;0;0;10;RADUGA
5906660082255;PIWO LE PETITE PRINCE CHATEAU;17.99;0;0;1;KOMITET
5903292264486;PIWO LESNE RUNO FRUIT GOSE 0.5;7.59;0;0;1;PERUN
5905669783828;PIWO LITTLE MILKSHAKE IPA 0.5L;9.99;0;0;1;BROKREACJA
5901445003593;PIWO MNISZE PREMIUM 0.5L;5.19;0;0;5;BENEDYKTYN
5903351660068;PIWO LUCKY GHOST 0.5L;8.99;0;0;1;MINISTER
5906395010455;PIWO LUGAL IMERATOR IPA 0.5;10.99;0;0;1;BROWAR SPOLDZIELCZY
5905279959811;PIWO NO TO HOP WET HOP IPA 0.5;8.99;0;0;1;NEPOMUCEN
5904730290067;PIWO LUNATIC WITBIER Z CYT;7.99;0;0;1;KINGPIN
5905279959521;FOREST IPA;8.99;0;0;1;NEPOMUCEN
5903031401622;PIWO LWOWEK MALINOWY 0.5L;4.49;0;0;5;LWOWEK
5905279959743;VROCEK SOUR SESSION VERMON;7.49;0;0;1;NEPOMUCEN
5903351660020;PIWO MAGIC SPOON PSZ+POM. 0.5L;7.99;0;0;1;MINISTER
5904730290074;PIWO MANDARIN AIPA GREEN TEA 0;9.99;0;0;5;KINGPIN
5906660570103;PIWO MANGOL MILKSHAKE APA 0.5;8.99;0;0;1;BROWAR KAZIMIERZ
5904730465434;PIWO MARAKUJA IPA 0.5L;7.99;0;0;1;WREZEL
5902931900310;PIWO MARCOWE 0.5L;5.99;0;0;1;TENCZYNEK
5907222604632;PIWO MAZAL ADAR DAGIM 0.5;7.99;0;0;1;GOLEM
5906395997091;PIWO MI TYNG IPA 0.5L;7.99;0;0;1;LANCUT
5905331025935;VIVA LA WITA;7.99;0;0;1;PINTA
5907614681098;PIWO MICRO IPA 0.5L;10.49;0;0;5;BROWAR STU MOSTOW
5904730663151;PIWO MILCOFEEL 0.5;7.49;0;0;1;RECRAFT
5902931900617;PIWO MILK STOUT 0.5L;7.99;0;0;1;TENCZYNEK
5905279326538;PIWO MILK STOUT 0.5L SZPUNT;5.99;0;0;1;SZPUNT
5906874988008;PIWO BZYK W PSZENICY 0.5;8.99;0;0;1;WARSZTAT PIWOWARSKI
5905669479196;PAN I PANI;8.99;0;0;1;TRZECH KUMPLI
5902448151359;PIWO MIOD Z MALINA 0.5L BUT BZ;6.29;3;0.5;20;WAWELSKIE
5904730465250;PIWO MIS WOJTEK RED ALE Z MIOD;8.49;0;0;1;WREZEL
5907222604892;PIWO FLEGMATYK SOUR LEMON 0.5;7.99;0;0;1;GOLEM
5904730465236;PIWO MIS WOJTEK SUMMER ALE 0.5;8.99;0;0;1;WREZEL
5904730465441;PIWO MIS WOJTEK Z CASCARA 0.5L;8.49;0;0;1;WREZEL
5901752833319;PIWO OPAT. TYNECKIE 0.5L;3.99;0;0;5;BENEDYKTYN
5907688746273;PIWO TIME GOES BY GOSE RABARBA;8.99;0;0;1;GZUB
5901752832978;PIWO OPATA 0.5L;4.79;17;2.5;20;BENEDYKTYN
5901752832992;PIWO PRZEORA 0.5L;5.29;1;0;5;BENEDYKTYN
5904730438162;PIWO MODERN DRINKING 0.5L;7.89;0;0;1;PINTA
5903111989934;PIWO MONACHIJSKIE 0.5;5.49;0;0;1;BROWAR STAROPOLSKI
5906395388486;PIWO KONTERENOWIEC NEW ENGLAND;9.99;0;0;1;BROWAR ZAKLADOWY
5905279156852;PIWO NOSZAK LAGER 0.5 L;6.99;0;0;1;CIESZYN
5905669479202;OTWARCIE SEZONU SAISON;7.99;0;0;1;TRZECH KUMPLI
5907222444115;PIWO MR. HAPPY TROPICAL DOUBLE;9.99;0;0;1;PIWNE PODZIEMIE
5906874027066;PIWO MYTERY 0.5 L;8.99;0;0;1;ROCKMILL
5902705000871;PIWO NA MIODZIE GRYCZ.0.5L BT;4.19;49;23.5;12;JABLONOWO
5904730961844;PIWO NAFTALI GOLEM 0.5L;8.99;0;0;1;GOLEM
5906395303588;PIWO NARUMI PEAR APA 0.5L;8.49;0;0;1;DEER BEAR
5905279965515;PIWO NEW BEGINING NE IPA 0.5L;7.99;0;0;1;KRAFTWERK
5901752833012;PIWO SZAFARZA 0.5L;4.99;0;0;5;BENEDYKTYN
5906395010325;PIWO NORSK FOTURER ALE 0.5L;8.99;0;0;1;BROWAR SPOLDZIELCZY
5906395010332;PIWO NORSK SAMAREBIT 0.5L;8.49;0;0;1;BROWAR SPOLDZIELCZY
5901549250169;PIWO NOTECKIE 0.33L BT ZW;2.2;0;0;1;CZARNKOW
5905331025812;PIWO ODSIECZ WIEDENSKA 0.5L;7.49;0;0;5;PINTA
5906395997534;PIWO OH HONEY BRAGGOT 0.33 L;18.99;0;0;1;PINTA
5903021500236;PIWO CZEKOLADA Z POMAR.0.5L;5.29;0;0;5;BESTBIR
5903240620197;PIWO 10 HOPS 0.5L;7.25;0;0;1;BIRBANT
5907222160060;PIWO PAN DEMONIUM 0.5L;11;0;0;1;DZIKI KOCUR
5905279959712;PIWO JOSE SANGRIA GOSE 0.5L;8.49;0;0;1;NEPOMUCEN
5905279959415;PIWO SKAT WEIZEN IPA 0.5L;8.99;0;0;1;NEPOMUCEN
5905669479264;CALIFA WEST COAST IPA;8.99;0;0;1;TRZECH KUMPLI
5904730014526;PIWO PANAKEJA MOCNA 0.5L;8.49;0;0;1;OLIMP
5904730465267;PIWO PARADISE PALE ALE 0.5L;7.99;0;0;1;WREZEL
5903240620463;PIWO AMERICAN BARLEY WINE 0.5;12.99;0;0;1;BIRBANT
5903292264479;PIWO PILS 0.5 L;5.99;0;0;5;PERUN
5902448151335;PIWO PILS 0.5L BUT BZW;4.99;10;0.75;20;WAWELSKIE
5902931900112;PIWO PILS 0.5L TENCZYNEK;5.49;0;0;1;TENCZYNEK
5903240620456;PIWO ATOMIC LUCY 0.5L;8.88;0;0;1;BIRBANT
5906395560257;PIWO PILS PLEASE 0.5L;7.49;0;0;1;FUNKY FLUID
5903240620326;PIWO HOPSBAND CITRA IPA 0.5L;7.99;0;0;1;BIRBANT
5905669783200;PIWO PINE TO BLACK IMPERIAL;11.99;0;0;1;BROKREACJA
5906395053186;PIWO PIWOJAD SMOOTHIE 0.5L;10.99;0;0;1;PIWOJAD
5904730290425;PIWO PIXIE DUST TRIPLE NE IPA;14.99;0;0;1;KINGPIN
5903240620142;PIWO IMPERIAL CITRA IPA 0.5L;9.99;0;0;1;BIRBANT
5903240620135;PIWO JAMARILLO CAL. COM. 0.5L;7.48;0;0;1;BIRBANT
5905669632102;PIWO THE BIG BOOK OF COCONUT;15.99;0;0;1;MALTGARDEN
5903240620418;PIWO PILS BIRANT 0.5L;5.99;0;0;1;BIRBANT
5905669632126;PIWO SILTEPEC EL JAGUAR BARIST;16.99;0;0;1;MALTGARDEN
5905669632287;PIWO HAILE GEBRE 0.5L BARISTA;16.99;0;0;1;MALTGARDEN
5905669632119;PIWO COCOA NIBS& ORANGE PEEL;16.99;0;0;1;MALTGARDEN
5905669632997;PIWO COFFEE&ALMONDS 0.5 SOUNDS;16.99;0;0;1;MALTGARDEN
